,Username,Link,Text,Human,Chat GPT,Date
,indopremium88,https://www.tiktok.com/@indopremium88,"Insya Allah kalau ada rezeki lebih, ingin borong semua varian nya aku suka sama semua varian nya terbaik emang parfum morris ini",Positif,Positif,21/03/2023
,abunaum374,https://www.tiktok.com/@abunaum374,boleh itu aku juga make parfum itu wangi nya lembut banget aku suka,Positif,Positif,21/03/2023
,yarr178,https://www.tiktok.com/@yarr178,seperti parfum yang ada di rumah teman aku,Netral,Netral,20/03/2023
,7081n9,https://www.tiktok.com/@7081n9,enak juga wangi parfum nya,Positif,Positif,20/03/2023
,user5545729493275,https://www.tiktok.com/@user5545729493275,wangi nya segar banget aku suka,Positif,Positif,20/03/2023
,christiabunker_805,https://www.tiktok.com/@christiabunker_805,sudah delapan hari belum dikirim-kirim,Negatif,Negatif,20/03/2023
,aephermawan7,https://www.tiktok.com/@aephermawan7,"aku pesan pagi, besok malam nya sudah sampai emang cepat banget pengiriman nya",Positif,Positif,20/03/2023
,failytuanmudhaosc,https://www.tiktok.com/@failytuanmudhaosc,manis-manis gitu ya wangi nya kaka aku yang cewek suka banget sama wangi nya,Positif,Positif,20/03/2023
,waodenurafni5,https://www.tiktok.com/@waodenurafni5,"sudah beli dari tiga hari yang lalu, tapi kok masih belum dijemput kurir ya",Negatif,Negatif,20/03/2023
,restylamunde,https://www.tiktok.com/@restylamunde,"lah, kemarin aku beli di Hypermart lima puluh ribu di sini kok mahal banget",Negatif,Negatif,20/03/2023
,henyrustandi,https://www.tiktok.com/@henyrustandi,bau nya aneh banget parfum apaan ini,Negatif,Negatif,20/03/2023
,renilestari8203,https://www.tiktok.com/@renilestari8203,ga suka sama wangi nya terlalu kuat buat anak sekolah,Negatif,Negatif,19/03/2023
,sangpengagum_1984,https://www.tiktok.com/@sangpengagum_1984,ga tahan lama di kulit Cuma lima belas menit tahan wanggi nya,Negatif,Negatif,19/03/2023
,ganjarirfansyah7,https://www.tiktok.com/@ganjarirfansyah7,isi parfum nya bocor ke pengemasan nya,Negatif,Negatif,19/03/2023
,_b.ot.t22,https://www.tiktok.com/@_b.ot.t22,kecewa sama wangi nya yang metropolis banyak banget alkohol nya,Negatif,Negatif,18/03/2023
,benkzibenk,https://www.tiktok.com/@benkzibenk,sekarang sudah tidak dua puluh delapan ribu lagi ya?,Netral,Netral,18/03/2023
,pertamina361,https://www.tiktok.com/@pertamina361,metropolis recomended dah udah make lama ini parfum,Positif,Positif,18/03/2023
,kusnaditksk,https://www.tiktok.com/@kusnaditksk,datangnya lama,Negatif,Negatif,18/03/2023
,christinadio6,https://www.tiktok.com/@christinadio6,enak wanginya,Positif,Positif,18/03/2023
,user4061924076845,https://www.tiktok.com/@user4061924076845,harganya terjangkau,Positif,Positif,18/03/2023
,ardiyansyahardian3,https://www.tiktok.com/@ardiyansyahardian3,wanginya tidak tahan lama,Negatif,Negatif,18/03/2023
,ivaatok,https://www.tiktok.com/@ivaatok,selalu pakai morris ga mau ganti parfum sebelum morris tutup,Positif,Positif,17/03/2023
,haqiqi_29_9,https://www.tiktok.com/@haqiqi_29_9,morris terbaik dalam keadaan apa pun tetap wangi banget,Positif,Positif,17/03/2023
,nando09481,https://www.tiktok.com/@nando09481,setuju !! morris harga nya murah banget,Positif,Positif,17/03/2023
,mamaegidya,https://www.tiktok.com/@mamaegidya,kadang wangi nya tidak enak,Negatif,Negatif,16/03/2023
,ayuliania6,https://www.tiktok.com/@ayuliania6,Desain produk tidak menarik dan ketinggalan zaman,Negatif,Negatif,16/03/2023
,vikisaputra261n2,https://www.tiktok.com/@vikisaputra261n2,kalau rumah nya jauh gimana ka,Netral,Netral,15/03/2023
,rumi_anggari0497,https://www.tiktok.com/@rumi_anggari0497,Bahan botol nya tidak berkualitas tinggi dan mudah rusak,Negatif,Negatif,15/03/2023
,papichoulii,https://www.tiktok.com/@papichoulii,saya beli di Indomaret/Alfamart wangi nya tuh enak banget tahan lama,Positif,Positif,14/03/2023
,dedehermawan019,https://www.tiktok.com/@dedehermawan019,Proses layanan lama dan tidak efisien,Negatif,Negatif,14/03/2023
,pram1892,https://www.tiktok.com/@pram1892,"Metropolis, Flora Midnight, murabito, pomade emang enak banget sumpah ga bohong",Positif,Positif,13/03/2023
,destr57,https://www.tiktok.com/@destr57,morris bau nya aneh,Negatif,Negatif,13/03/2023
,sitikomalasari456,https://www.tiktok.com/@sitikomalasari456,host nya tidak kompeten dan tidak memiliki pengetahuan yang memadai,Negatif,Negatif,13/03/2023
,dasengpakaomba,https://www.tiktok.com/@dasengpakaomba,wangi nya seger dan cocok banget buat olahraga di pagi hari bersama keluarga,Positif,Positif,13/03/2023
,titisirnawati,https://www.tiktok.com/@titisirnawati,yang wangi cocok buat cewe yang mana ka,Netral,Netral,12/03/2023
,user8765867881343,https://www.tiktok.com/@user8765867881343,bau varian yang batman gimana ka,Netral,Netral,12/03/2023
,eniksusilowati5,https://www.tiktok.com/@eniksusilowati5,pembayaran nya makai dana bisa ga ka,Netral,Netral,11/03/2023
,srinilawati54,https://www.tiktok.com/@srinilawati54,"sidoarjo hadir, selalu support morris buat jadi parfum lokal nomer satu",Positif,Positif,11/03/2023
,syakinaya,https://www.tiktok.com/@syakinaya,Harga nya terlalu mahal dan tidak sepadan dengan kualitas nya,Negatif,Negatif,11/03/2023
,elnawati04,https://www.tiktok.com/@elnawati04,mahal banget dan  biaya tambahan,Negatif,Negatif,11/03/2023
,penyebaprasa,https://www.tiktok.com/@penyebaprasa,Cuman pengen nanya. Paket saya ga sampai sudah lima hari padahal jakarta - tangerang deket,Negatif,Negatif,10/03/2023
,rezaasmiati,https://www.tiktok.com/@rezaasmiati,parfum aneh,Negatif,Negatif,10/03/2023
,agungbrewok4,https://www.tiktok.com/@agungbrewok4,morris wangi nya elegan dan unik banget beda dari parfum yang lain,Positif,Positif,10/03/2023
,aadk3154584888356,https://www.tiktok.com/@aadk3154584888356,morris terbaik untuk menemati sekolah aku,Positif,Positif,10/03/2023
,siapaitu042,https://www.tiktok.com/@siapaitu042,Proses komplain dan pengembalian produk rumit dan tidak memuaskan,Negatif,Negatif,10/03/2023
,samsulbari92,https://www.tiktok.com/@samsulbari92,Website dan aplikasi tidak user-friendly dan sulit digunakan,Negatif,Negatif,10/03/2023
,dendha.yrz81,https://www.tiktok.com/@dendha.yrz81,Banyak keluhan dan ulasan negatif dari pelanggan sebelumnya,Negatif,Negatif,09/03/2023
,gusfii64,https://www.tiktok.com/@gusfii64,Lebih baik hindari membeli parfum ini bikin kulit panas,Negatif,Negatif,09/03/2023
,fadhlanannasr_,https://www.tiktok.com/@hendyyy0000024,varian yang ocean bentar banget wanggi nya hilang,Negatif,Negatif,08/03/2023
,rahmi2v,https://www.tiktok.com/@rahmi2v,varian yang creativ wakti nya enak banget cocok buat cowok kalem,Positif,Positif,08/03/2023
,sukronafriansyah,https://www.tiktok.com/@sukronafriansyah,botol yang putih bagus banget warna nya elegan,Positif,Positif,08/03/2023
,hendyyy0000024,https://www.tiktok.com/@hendyyy0000024,wangi yang varian aquamarine gimana tuh ka,Netral,Netral,07/03/2023
,kidspanda7,https://www.tiktok.com/@kidspanda7,barang saya dari tanggal dua sampe sekarang belom dikirim,Negatif,Negatif,06/03/2023
,kidspanda7,https://www.tiktok.com/@kidspanda7,barang saya belum dikirim sudah tiga hari,Negatif,Negatif,06/03/2023
,susantofishing,https://www.tiktok.com/@susantofishing,mantap wangi nya yang varian freedom enak banget,Positif,Positif,06/03/2023
,mamonto006,https://www.tiktok.com/@mamonto006,botol yang abu abu keren banget ka aku suka sama model nya,Positif,Positif,06/03/2023
,...232014,https://www.tiktok.com/@...232014,yang paling recommend apa ya kak?,Netral,Netral,02/03/2023
,protgasddik,https://www.tiktok.com/@protgasddik,"ocean kapan ada lagi kak, aku kehabisan",Netral,Netral,02/03/2023
,wawandcapucino2201,https://www.tiktok.com/@wawandcapucino2201,saya pake yang merah yang energy enak wanginya.. ada manis-manisnya gitu,Positif,Positif,02/03/2023
,lokajayafram,https://www.tiktok.com/@lokajayafram,produk gagal,Negatif,Negatif,01/03/2023
,wulandariolshop,https://www.tiktok.com/@wulandariolshop,morris mahal,Negatif,Negatif,01/03/2023
,nurdinpuara,https://www.tiktok.com/@nurdinpuara,pesanan saya belum datang,Negatif,Negatif,01/03/2023
,habiario6,https://www.tiktok.com/@habiario6,aku boleh pesan ya,Negatif,Negatif,01/03/2023
,nirojr0,https://www.tiktok.com/@nirojr0,selamat siang produk kesayangan,Positif,Positif,28/02/2023
,rogesta_27,https://www.tiktok.com/@rogesta_27,gagal bau aneh,Negatif,Negatif,27/02/2023
,rickson575,https://www.tiktok.com/@rickson575,host nya sombong banget jarang bacain komen kalau live,Negatif,Negatif,27/02/2023
,hairextension70,https://www.tiktok.com/@hairextension70,dengan harga segitu seharus nya udah dapat box lah ,Negatif,Negatif,27/02/2023
,andriasyas,https://www.tiktok.com/@andriasyas,botol nya keren tapi kok ga dapat box dengan harga segitu,Negatif,Negatif,27/02/2023
,kamaludin42225,https://www.tiktok.com/@kamaludin42225,Ongkir nya terlalu mahal untuk ukuran parfum,Negatif,Negatif,27/02/2023
,shonaah321,https://www.tiktok.com/@shonaah321,"Bau parfum nya biasa saja, ga ada yang istimewa",Negatif,Negatif,27/02/2023
,moritzhau779,https://www.tiktok.com/@moritzhau779,mending Morries atau metropilis,Netral,Netral,26/02/2023
,wyzlidra,https://www.tiktok.com/@wyzlidra,Ongkir nya mahal,Negatif,Negatif,26/02/2023
,jebenben07,https://www.tiktok.com/@jebenben07,bau nya biasa aja,Negatif,Negatif,26/02/2023
,jovankalajangvr,https://www.tiktok.com/@jovankalajangvr,Parfum nya ga tahan lama setelah beberapa jam langsung ilang ,Negatif,Negatif,26/02/2023
,user7060071056814,https://www.tiktok.com/@user7060071056814,Parfum Moris wangi nya sangat memikat bikin semua yang nyium wangi nya jadi senang,Positif,Positif,26/02/2023
,stevanusputra077,https://www.tiktok.com/@stevanusputra077,Wangi parfum moris sangat memanjakan penciuman,Positif,Positif,26/02/2023
,irenefamili,https://www.tiktok.com/@irenefamili,Parfum moris memberikan wanggi yang elegan,Positif,Positif,26/02/2023
,marlidin683,https://www.tiktok.com/@marlidin683,Botol parfum Moris memiliki desain yang mewah,Positif,Positif,26/02/2023
,sendipratama419,https://www.tiktok.com/@sendipratama419,"Wangi nya tahan lama,memberikan kesegaran sepanjang hari,pokok nya terbaik lah moris ",Positif,Positif,26/02/2023
,soniabpnursery,https://www.tiktok.com/@soniabpnursery,Parfum moris memiliki aroma yang unik dan khas,Positif,Positif,26/02/2023
,elvina0088,https://www.tiktok.com/@elvina0088,Botol parfum nya mudah pecah saat pengiriman,Negatif,Negatif,26/02/2023
,celll148,https://www.tiktok.com/@celll148,Wangi nya ga sesuai dengan deskripsi yang diberikan,Negatif,Negatif,26/02/2023
,user8197705551444,https://www.tiktok.com/@user8197705551444,mau ka wangi nya elegan,Positif,Positif,26/02/2023
,user1376657875816,https://www.tiktok.com/@user1376657875816,Harga parfum nya ga sebanding dengan kualitas nya,Negatif,Negatif,26/02/2023
,riansyah.blaeck,https://www.tiktok.com/@riansyah.blaeck,"Parfum nya ga cocok untuk kulit, pas aku pake di kulit langsung panas",Negatif,Negatif,26/02/2023
,sleepchic,https://www.tiktok.com/@sleepchic,Kemasan nya terlalu sederhana untuk harga yang diminta ,Negatif,Negatif,25/02/2023
,mentoools,https://www.tiktok.com/@mentoools,Bau alkohol nya terlalu kuat ,Negatif,Negatif,25/02/2023
,ahf7532,https://www.tiktok.com/@ahf7532,Botol parfum nya terlalu besar untuk dibawa bepergian,Negatif,Negatif,25/02/2023
,rapif95,https://www.tiktok.com/@rapif95,Parfum nya terlalu manis dan ga cocok  untuk anak kecil ,Negatif,Negatif,25/02/2023
,danuartadanuarta47,https://www.tiktok.com/@danuartadanuarta47,Wangi parfum moris membuat aku lebih merasa percaya diri,Positif,Positif,25/02/2023
,tehiin93,https://www.tiktok.com/@tehiin93,Aroma parfum moris memberikan sensasi elegan sejak pertama kali di semprot,Positif,Positif,25/02/2023
,herlialappa428,https://www.tiktok.com/@herlialappa428,"Wangi nya ga natural, terlalu banyak alkohol",Negatif,Negatif,25/02/2023
,biggboss08600,https://www.tiktok.com/@biggboss08600,Botol parfum nya keras di pencet,Negatif,Negatif,25/02/2023
,ismitjamalhimuhammad,https://www.tiktok.com/@ismitjamalhimuhammad,Pengemasan nya terlalu sederhana dan tidak menarik,Negatif,Negatif,25/02/2023
,arihputrakelana,https://www.tiktok.com/@arihputrakelana,Wangi nya terlalu menyengat dan mengganggu penciuman saat di gunakan,Negatif,Negatif,25/02/2023
,ekay.tea,https://www.tiktok.com/@ekay.tea,Botol parfum nya terlalu besar,Negatif,Negatif,25/02/2023
,sulastriuncunyado,https://www.tiktok.com/@sulastriuncunyado,Wangi nya terlalu kuat ga cocok untuk di pake sehari-hari,Negatif,Negatif,25/02/2023
,user8075405327783,https://www.tiktok.com/@user8075405327783,Metropolis ga cocok untuk cuaca panas,Negatif,Negatif,25/02/2023
,emaneman4872,https://www.tiktok.com/@emaneman4872,Wangi nya pasaran,Negatif,Negatif,25/02/2023
,yoellaia18,https://www.tiktok.com/@yoellaia18,Gokil setiap semprotan wangi banget,Positif,Positif,25/02/2023
,wayadi23,https://www.tiktok.com/@wayadi23,Wangi nya bikin suasana hati jadi adem,Positif,Positif,24/02/2023
,zaastore18,https://www.tiktok.com/@zaastore18,Ga tahan lama di kulit,Negatif,Negatif,24/02/2023
,dilal8961,https://www.tiktok.com/@dilal8961,Wangi nya menyengat banget bikin sakit kepala,Negatif,Negatif,24/02/2023
,sahardi3,https://www.tiktok.com/@sahardi3,Wangi nya langsung ilang buat naek motor,Negatif,Negatif,24/02/2023
,merri_agustina17,https://www.tiktok.com/@merri_agustina17,harga nya terlalu mahal untuk penggunaan sehari-hari,Negatif,Negatif,24/02/2023
,ulinda05,https://www.tiktok.com/@ulinda05,"Kok ongkir nya mahal banget, harga nya jadi ga worth it ",Negatif,Negatif,24/02/2023
,farelprayogo_272,https://www.tiktok.com/@farelprayogo_272,kakak cantik banget,Positif,Positif,24/02/2023
,kenzo_276,https://www.tiktok.com/@kenzo_276,enak bau nya moris. di alfa dan indomaret banyak,Positif,Positif,23/02/2023
,mawarberduripasaribu,https://www.tiktok.com/@mawarberduripasaribu,"Wangi nya Moris biasa aja, ga ada yang spesial.",Negatif,Negatif,23/02/2023
,tyar50,https://www.tiktok.com/@tyar50,"Parfum nya cepat ilang, ga tahan lama",Negatif,Negatif,23/02/2023
,user5331474023193,https://www.tiktok.com/@user5331474023193,baru sebentar udah ilang wangi nya,Negatif,Negatif,23/02/2023
,farellpandawa,https://www.tiktok.com/@farellpandawa,males banget mau beli ongkir lebih mahal dari pada harga parfum nya,Negatif,Negatif,23/02/2023
,imbiri49,https://www.tiktok.com/@imbiri49,Botol parfum nya gampang pecah,Negatif,Negatif,23/02/2023
,bundaaska3352,https://www.tiktok.com/@bundaaska3352,"Ga banyak variasi pilihan aroma, jadi bosen make moris",Negatif,Negatif,23/02/2023
,user8581340810244,https://www.tiktok.com/@user8581340810244,"Parfum nya ga cocok sama kulit aku, malah bikin gatal",Negatif,Negatif,23/02/2023
,nanasinambe5474340785533,https://www.tiktok.com/@nanasinambe5474340785533,"Wangi parfum Moris bener-bener bikin nyaman, suka banget",Positif,Positif,23/02/2023
,hahahhahah2984,https://www.tiktok.com/@hahahhahah2984,"Udah beberapa kali beli parfum dari Moris, dan semua nya enak bau nya",Positif,Positif,23/02/2023
,dionsihombing9181,https://www.tiktok.com/@dionsihombing9181,"Host di Moris ramah-ramah, suka deh",Positif,Positif,23/02/2023
,fajars9999,https://www.tiktok.com/@fajars9999,Ka Mau Nanya kalo Dari 3 Varian Metropolis. Creative. Adventure Yang Cocok Buat Outdoor Yang Mana ?,Netral,Netral,22/02/2023
,projeckwww2,https://www.tiktok.com/@projeckwww2,Varian lifestyle di Moris bener-bener sesuai dengan selera aku,Positif,Positif,22/02/2023
,aritimor856,https://www.tiktok.com/@aritimor856,"Bau parfum nya terlalu kuat, jadi bikin pusing",Negatif,Negatif,22/02/2023
,delvilaugi2,https://www.tiktok.com/@delvilaugi2,makin cantiik nih host nya,Positif,Positif,22/02/2023
,sabriali1007,https://www.tiktok.com/@sabriali1007,Botol nya gede banget tolong lah moris bikin ukuran yang 10 mili,Negatif,Negatif,22/02/2023
,dekiatmajaya,https://www.tiktok.com/@dekiatmajaya,"Wangi nya terlalu manis, ga cocok sama selera aku",Negatif,Negatif,22/02/2023
,mannymalik4,https://www.tiktok.com/@mannymalik4,"Botol parfum nya ga praktis, susah di semprot ",Negatif,Negatif,22/02/2023
,ernawatiwati497,https://www.tiktok.com/@ernawatiwati497,"Parfum nya ga memberikan sensasi mewah, padahal harga nya mahal",Negatif,Negatif,22/02/2023
,dhikapratama2527,https://www.tiktok.com/@dhikapratama2527,"Botol parfum nya terlalu besar, makan tempat banget",Negatif,Negatif,22/02/2023
,auliaramadhani3122,https://www.tiktok.com/@auliaramadhani3122,"Parfum nya ga tahan lama, udah ilang sebelum pulang kerja",Negatif,Negatif,22/02/2023
,imamimam9936,https://www.tiktok.com/@imamimam9936,"Botol parfum nya terlalu berat, susah di bawa",Negatif,Negatif,22/02/2023
,foolt21,https://www.tiktok.com/@foolt21,"Wangi parfum Freedom dari Moris itu seger banget, cocok buat aktivitas outdoor",Positif,Positif,21/02/2023
,genduk715,https://www.tiktok.com/@genduk715,"Botol parfum nya cantik banget, jadi pengen koleksi semua ",Positif,Positif,21/02/2023
,user455496150044,https://www.tiktok.com/@user455496150044,"Wangi Marobito dari Moris itu benar-benar enak, bikin mood naik",Positif,Positif,21/02/2023
,fadilwakatobi,https://www.tiktok.com/@fadilwakatobi,"Udah lama pakai parfum Moris, tapi belum pernah kecewa sama sekali",Positif,Positif,21/02/2023
,cikunirraya5,https://www.tiktok.com/@cikunirraya5,Ongkir nya bikin kantong bolong,Negatif,Negatif,21/02/2023
,mardoy589,https://www.tiktok.com/@mardoy589,"toko apaan kaya gini ongkir lebih mahal dari pada harga parfum nya, aneh banget",Negatif,Negatif,21/02/2023
,alexmarquezbos,https://www.tiktok.com/@alexmarquezbos,Bikin kesel botol parfum Moris sering pecah waktu pengiriman,Negatif,Negatif,21/02/2023
,osonj4,https://www.tiktok.com/@osonj4,Wangi nya ga sesuai dengan ekspektasi yang diharapkan,Negatif,Negatif,21/02/2023
,user399215701,https://www.tiktok.com/@user399215701,Wangi parfum Moris yang baru terlalu manis bikin mual,Negatif,Negatif,21/02/2023
,kasrigita,https://www.tiktok.com/@kasrigita,Host cowok nya judes,Negatif,Negatif,20/02/2023
,smanalusm,https://www.tiktok.com/@smanalusm,Wangi parfum Moris bikin aku betah pakai sepanjang hari,Positif,Positif,20/02/2023
,slametansoridulsi,https://www.tiktok.com/@slametansoridulsi,parfum Moris bikin aku jadi lebih semangat sepanjang hari,Positif,Positif,20/02/2023
,agusrianto1889,https://www.tiktok.com/@agusrianto1889,Botol parfum nya  moris keren dan lucu-lucu,Positif,Positif,20/02/2023
,rudewayrenest,https://www.tiktok.com/@rudewayrenest,"Wangi nya enak dan fresh, cocok buat segala suasana",Positif,Positif,20/02/2023
,poniman10643,https://www.tiktok.com/@poniman10643,Harum nya bikin aku jadi lebih rileks dan tenang,Positif,Positif,20/02/2023
,devenfai03,https://www.tiktok.com/@devenfai03,Keren botol moris semprotan nya rata,Positif,Positif,20/02/2023
,dedekmulyono8,https://www.tiktok.com/@dedekmulyono8,bubble nya kurang tebel jadi pecah botol nya,Negatif,Negatif,20/02/2023
,rahmanrahman6609,https://www.tiktok.com/@rahmanrahman6609,respon admin nya lama banget,Negatif,Negatif,20/02/2023
,praga173,https://www.tiktok.com/@praga173,saya beli nya metropolis di kirim nya malah urban city,Negatif,Negatif,20/02/2023
,u5ern4m3_dezz,https://www.tiktok.com/@u5ern4m3_dezz,barang pecah pas di buka,Negatif,Negatif,19/02/2023
,raisyahannina,https://www.tiktok.com/@raisyahannina,pengen nyobain tapi takut ga wangi,Negatif,Negatif,19/02/2023
,lisaajjh_,https://www.tiktok.com/@lisaajjh_,kotak nya rusak,Negatif,Negatif,19/02/2023
,nova_rianata,https://www.tiktok.com/@nova_rianata,wangi nya enak lembut banget,Positif,Positif,19/02/2023
,sayfudinjuhir,https://www.tiktok.com/@sayfudinjuhir,minta nya batman di kirim nya urban city,Negatif,Negatif,19/02/2023
,suryani3349,https://www.tiktok.com/@suryani3349,kemasan nya sobek dan basah,Negatif,Negatif,19/02/2023
,user74597194814826,https://www.tiktok.com/@user74597194814826,wangi yg romance benar bener enak banget,Positif,Positif,19/02/2023
,kasman._,https://www.tiktok.com/@kasman._,untuk harga segitu mantap lah,Positif,Positif,19/02/2023
,agungbagus738,https://www.tiktok.com/@user2361277108398,terbaik boss ku,Positif,Positif,19/02/2023
,user2361277108398,https://www.tiktok.com/@user2361277108398,"mantap barang nya, bau nya awet kalo buat kerja",Positif,Positif,19/02/2023
,11.nisa.05,https://www.tiktok.com/@11.nisa.05,Kotak pengiriman rusak parah,Negatif,Negatif,19/02/2023
,kentanggoyeng981,https://www.tiktok.com/@kentanggoyeng981,glory rainbow wangi banget,Positif,Positif,18/02/2023
,kikilsapi66,https://www.tiktok.com/@kikilsapi66,"aku setia sama parfum moris,3 hari wangi ga ilang",Positif,Positif,18/02/2023
,saifudinrowel,https://www.tiktok.com/@saifudinrowel,Harga mahal tapi kualitas nya rendah,Negatif,Negatif,18/02/2023
,munirbinmuhammad,https://www.tiktok.com/@munirbinmuhammad,"Pesanan saya terlambat sampai, sangat tidak profesional",Negatif,Negatif,18/02/2023
,user3077054007866,https://www.tiktok.com/@user3077054007866,"Pelayanan pelanggan buruk, sulit dihubungi",Negatif,Negatif,18/02/2023
,oranondue,https://www.tiktok.com/@oranondue,"Produk tidak sesuai dengan deskripsi, mengecewakan",Negatif,Negatif,18/02/2023
,muhzam_alafif_g1619,https://www.tiktok.com/@muhzam_alafif_g1619,Kualitas bahan kurang bagus,Negatif,Negatif,18/02/2023
,ahmadrusman75,https://www.tiktok.com/@ahmadrusman75,"Botol nya bocor, isi nya tumpah semua",Negatif,Negatif,18/02/2023
,jumhari975,https://www.tiktok.com/@jumhari975,Ada baret di permukaan barang,Negatif,Negatif,18/02/2023
,atikarissetyovati,https://www.tiktok.com/@atikarissetyovati,Wangi nya sangat menyegarkan,Positif,Positif,18/02/2023
,afidzaputri,https://www.tiktok.com/@afidzaputri,ga ada tanggapan tentang botol bocor dari admin nya,Negatif,Negatif,18/02/2023
,lukman18073,https://www.tiktok.com/@lukman18073,Barang datang tepat waktu,Positif,Positif,18/02/2023
,anjargotry,https://www.tiktok.com/@anjargotry,Proses pembelian mudah dan cepat,Positif,Positif,18/02/2023
,elangpamungkas2,https://www.tiktok.com/@elangpamungkas2,rekomendasi deh parfum lokal satu ini,Positif,Positif,18/02/2023
,abengbest,https://www.tiktok.com/@abengbest,"Kemasan sangat rapi dan aman, barang sampai dengan selamat",Positif,Positif,18/02/2023
,mukramsamporno0,https://www.tiktok.com/@mukramsamporno0,Admin nya responsif dan membantu kendala pelanggan,Positif,Positif,18/02/2023
,teambaim086_,https://www.tiktok.com/@teambaim086_,Packing kurang aman,Negatif,Negatif,18/02/2023
,sam21_udin,https://www.tiktok.com/@sam21_udin,ga tahan lama udah pernah beli,Negatif,Negatif,17/02/2023
,nurulfitriani087,https://www.tiktok.com/@nurulfitriani087,Ada cacat pada produk,Negatif,Negatif,17/02/2023
,adittian_07,https://www.tiktok.com/@adittian_07,Kalo buat cowo yang mana ka?,Netral,Netral,17/02/2023
,capricorn.02__,https://www.tiktok.com/@capricorn.02__,parfum kesukaan aku ini,Positif,Positif,17/02/2023
,bundaiyan05,https://www.tiktok.com/@bundaiyan05,wow keren banget botol nya pasti isi nya wangi banget,Positif,Positif,17/02/2023
,bondeolhjd7,https://www.tiktok.com/@bondeolhjd7,Customer service tidak ramah dan kurang sopan,Negatif,Negatif,17/02/2023
,con_only12,https://www.tiktok.com/@con_only12,Ga bisa COD,Negatif,Negatif,17/02/2023
,hendracohen,https://www.tiktok.com/@hendracohen,Pengiriman terlambat,Negatif,Negatif,17/02/2023
,user86429119377100,https://www.tiktok.com/@user86429119377100,Tidak ada perlindungan tambahan untuk pengiriman nya,Negatif,Negatif,17/02/2023
,azanuzanu0,https://www.tiktok.com/@azanuzanu0,ga sesuai pesanan,Negatif,Negatif,17/02/2023
,ayumisdar332,https://www.tiktok.com/@ayumisdar332,Kualitas produk menurun dari waktu ke waktu,Negatif,Negatif,17/02/2023
,surianti.ss,https://www.tiktok.com/@surianti.ss,ga jelas nyampe botol pecah semua,Negatif,Negatif,17/02/2023
,fatimahazzahra4295,https://www.tiktok.com/@fatimahazzahra4295,"Ini baru parfum yang bikin nagih, wangi nya tahan lama banget",Positif,Positif,17/02/2023
,budisetiawan720,https://www.tiktok.com/@budisetiawan720,"Nyesel beli parfum ini udah lama nyampe nya, wangi nya ga tahan lama lagi",Negatif,Negatif,17/02/2023
,tobatsitanggang,https://www.tiktok.com/@tobatsitanggang,"Metropolis emang terbaik, suami seneng banget pake ini",Positif,Positif,17/02/2023
,ihsn56,https://www.tiktok.com/@ihsn56,Assalamualaikum buat para cowok coba rekomendasi ke aku parfum yang cocok buat cowok,Netral,Netral,16/02/2023
,prettybestie3,https://www.tiktok.com/@prettybestie3,kalo yang wangi yang mana ka,Netral,Netral,16/02/2023
,user3322908885881,https://www.tiktok.com/@user3322908885881,"wangi nya mantap banget, pokok nya terbaik deh",Positif,Positif,16/02/2023
,bassbass2176,https://www.tiktok.com/@bassbass2176,"Bubble wrap yang digunakan untuk pengemasan sangat tipis, hasil nya botol pecah",Negatif,Negatif,16/02/2023
,videorandom319,https://www.tiktok.com/@videorandom319,"Wanggi nya tahan lama, pokok nya harga kaki lima wangi nya bintang lima",Positif,Positif,16/02/2023
,videorandom319,https://www.tiktok.com/@videorandom319,barang sudah sampai wangi nya harum banget,Positif,Positif,16/02/2023
,kah.mustapa.9911,https://www.tiktok.com/@kah.mustapa.9911,Wangi harum banget selanjut nya bakal order lagi,Positif,Positif,16/02/2023
,winarsihwiwin800,https://www.tiktok.com/@winarsihwiwin800,kualitas produk sangat mengecewakan,Negatif,Negatif,16/02/2023
,hatiygterzolimin,https://www.tiktok.com/@hatiygterzolimin,Botol parfum bocor isi nya tumpah semua di dalam paket,Negatif,Negatif,16/02/2023
,gemoooy_98,https://www.tiktok.com/@gemoooy_98,Wangi banget benaran ,Positif,Positif,16/02/2023
,agussaja165,https://www.tiktok.com/@agussaja165,Pelayanan pengiriman sangat buruk,Negatif,Negatif,16/02/2023
,user1756629751232,https://www.tiktok.com/@user1756629751232,proses pengembalian produk yang rumit dan berbelit-belit,Negatif,Negatif,16/02/2023
,taufikkhidayatt,https://www.tiktok.com/@taufikkhidayatt,Suka banget sama wanggi parfum moris,Positif,Positif,16/02/2023
,fajrinna2,https://www.tiktok.com/@fajrinna2,Rekomendasi sih ini parfum,Positif,Positif,16/02/2023
,supriy33973830933,https://www.tiktok.com/@supriy33973830933,Sangat memuaskan,Positif,Positif,16/02/2023
,azhims_06,https://www.tiktok.com/@azhims_06,akhir nya yang aku tunggu tunggu dari Morris,Positif,Positif,15/02/2023
,agussaja165,https://www.tiktok.com/@agussaja165,Enak harum banget,Positif,Positif,15/02/2023
,fans_kang_dedimulyadi,https://www.tiktok.com/@fans_kang_dedimulyadi,Harga terlalu mahal untuk kualitas produk yang buruk,Negatif,Negatif,15/02/2023
,teguh021837,https://www.tiktok.com/@teguh021837,Mantap sesuai iklan wangi nya,Positif,Positif,15/02/2023
